,greedy,dynamic_programming,branch_and_bound
knapPI_3_1000_1000_235.csv,0.0,252.21,5001.49
knapPI_3_1000_1000_236.csv,50000.0,549.03,0.95
knapPI_3_1000_1000_237.csv,0.0,218.74,5000.61
knapPI_3_1000_1000_238.csv,0.01,279.01,5002.9
knapPI_3_1000_1000_239.csv,50000.0,266.18,5004.67
knapPI_3_1000_1000_24.csv,50000.0,33.05,5000.37
knapPI_3_1000_1000_240.csv,0.0,288.95,7.49
knapPI_3_1000_1000_241.csv,0.0,321.4,5004.0
knapPI_3_1000_1000_242.csv,50000.0,220.55,5001.23
knapPI_3_1000_1000_243.csv,0.01,421.26,5005.19
knapPI_3_1000_1000_244.csv,0.0,383.99,5003.91
knapPI_3_1000_1000_245.csv,0.0,460.55,5001.29
knapPI_3_1000_1000_246.csv,0.0,288.45,5002.66
knapPI_3_1000_1000_247.csv,50000.0,243.97,5004.13
knapPI_3_1000_1000_248.csv,50000.0,288.44,5000.49
knapPI_3_1000_1000_249.csv,0.0,245.35,5002.73
knapPI_3_1000_1000_25.csv,0.0,67.6,5001.38
knapPI_3_1000_1000_250.csv,50000.0,315.04,5002.35
knapPI_3_1000_1000_251.csv,50000.0,373.05,5005.48
knapPI_3_1000_1000_252.csv,50000.0,365.44,5003.06
knapPI_3_1000_1000_253.csv,0.01,315.91,5003.91
knapPI_3_1000_1000_254.csv,0.0,318.43,5000.85
knapPI_3_1000_1000_255.csv,0.0,265.78,5003.05
knapPI_3_1000_1000_256.csv,50000.0,255.79,5000.1
knapPI_3_1000_1000_257.csv,50000.0,321.53,5003.13
knapPI_3_1000_1000_258.csv,0.0,5240.57,5005.88
knapPI_3_1000_1000_259.csv,50000.0,335.37,5001.04
knapPI_3_1000_1000_26.csv,50000.0,50.98,5001.24
knapPI_3_1000_1000_260.csv,0.01,285.5,5006.45
knapPI_3_1000_1000_261.csv,50000.0,237.41,5003.73
knapPI_3_1000_1000_262.csv,0.0,303.91,5001.43
knapPI_3_1000_1000_263.csv,0.0,284.37,5003.39
knapPI_3_1000_1000_264.csv,0.0,695.12,5003.97
knapPI_3_1000_1000_265.csv,0.0,262.66,5001.64
knapPI_3_1000_1000_266.csv,0.03,216.93,2.38
knapPI_3_1000_1000_267.csv,50000.0,222.46,5001.19
knapPI_3_1000_1000_268.csv,50000.0,258.86,5001.07
knapPI_3_1000_1000_269.csv,50000.0,410.04,5004.48
knapPI_3_1000_1000_27.csv,0.0,38.86,5000.4
knapPI_3_1000_1000_270.csv,0.0,290.56,5007.72
knapPI_3_1000_1000_271.csv,0.0,351.14,5000.1
knapPI_3_1000_1000_272.csv,50000.0,297.54,5002.07
knapPI_3_1000_1000_273.csv,0.0,310.67,5004.9
knapPI_3_1000_1000_274.csv,50000.0,273.69,5001.71
knapPI_3_1000_1000_275.csv,50000.0,5421.87,5005.4
knapPI_3_1000_1000_276.csv,50000.0,341.18,5001.34
knapPI_3_1000_1000_277.csv,0.01,324.61,5000.81
knapPI_3_1000_1000_278.csv,0.0,351.72,5002.45
knapPI_3_1000_1000_279.csv,0.0,247.54,5001.85
knapPI_3_1000_1000_28.csv,0.0,491.67,5001.3
knapPI_3_1000_1000_280.csv,50000.0,259.74,5000.92
knapPI_3_1000_1000_281.csv,0.0,348.52,5001.44
knapPI_3_1000_1000_282.csv,0.0,271.35,5003.24
knapPI_3_1000_1000_283.csv,50000.0,273.62,5001.79
knapPI_3_1000_1000_284.csv,0.0,398.51,5004.41
knapPI_3_1000_1000_285.csv,50000.0,319.63,5003.33
knapPI_3_1000_1000_286.csv,0.0,308.97,5005.48
knapPI_3_1000_1000_287.csv,0.0,5235.29,5003.95
knapPI_3_1000_1000_288.csv,0.0,276.65,5003.0
knapPI_3_1000_1000_289.csv,0.0,338.69,5001.84
knapPI_3_1000_1000_29.csv,0.0,44.0,5001.96
knapPI_3_1000_1000_290.csv,0.0,287.83,5002.24
knapPI_3_1000_1000_291.csv,50000.0,292.86,5002.31
knapPI_3_1000_1000_292.csv,0.0,321.38,5004.47
knapPI_3_1000_1000_293.csv,0.0,367.27,5000.69
knapPI_3_1000_1000_294.csv,0.0,299.47,5003.6
knapPI_3_1000_1000_295.csv,50000.0,387.79,5006.67
knapPI_3_1000_1000_296.csv,0.0,297.5,0.42
knapPI_3_1000_1000_297.csv,50000.0,261.04,5004.96
knapPI_3_1000_1000_298.csv,50000.0,254.33,5001.98
knapPI_3_1000_1000_299.csv,0.0,280.73,5004.01
knapPI_3_1000_1000_3.csv,0.0,3.04,5000.0
knapPI_3_1000_1000_30.csv,0.0,77.23,5000.61
knapPI_3_1000_1000_300.csv,0.0,362.78,5000.7
knapPI_3_1000_1000_301.csv,50000.0,331.73,5002.77
knapPI_3_1000_1000_302.csv,0.0,333.74,5002.12
knapPI_3_1000_1000_303.csv,0.0,297.19,5001.23
knapPI_3_1000_1000_304.csv,0.0,324.92,5002.31
knapPI_3_1000_1000_305.csv,50000.0,367.88,5001.6
knapPI_3_1000_1000_306.csv,50000.0,5246.56,5002.51
knapPI_3_1000_1000_307.csv,0.0,351.52,5004.55
knapPI_3_1000_1000_308.csv,0.0,332.34,5002.07
knapPI_3_1000_1000_309.csv,0.0,382.87,5002.6
knapPI_3_1000_1000_31.csv,0.0,39.34,5000.64
knapPI_3_1000_1000_310.csv,50000.0,348.83,5005.95
knapPI_3_1000_1000_311.csv,0.0,384.09,5002.4
knapPI_3_1000_1000_312.csv,0.0,439.44,5002.6
knapPI_3_1000_1000_313.csv,50000.0,459.06,5007.13
knapPI_3_1000_1000_314.csv,50000.0,370.11,5005.48
knapPI_3_1000_1000_315.csv,0.01,386.0,5005.93
knapPI_3_1000_1000_316.csv,50000.0,262.69,5001.67
knapPI_3_1000_1000_317.csv,50000.0,306.86,5004.09
knapPI_3_1000_1000_318.csv,50000.0,334.17,5009.03
knapPI_3_1000_1000_319.csv,0.0,314.12,5004.57
knapPI_3_1000_1000_32.csv,0.0,83.75,3.66
knapPI_3_1000_1000_320.csv,50000.0,445.07,5002.05
knapPI_3_1000_1000_321.csv,50000.0,295.46,5002.91
knapPI_3_1000_1000_322.csv,0.01,309.96,5003.23
knapPI_3_1000_1000_323.csv,0.0,313.67,5002.13
knapPI_3_1000_1000_324.csv,0.0,343.98,5003.9
knapPI_3_1000_1000_325.csv,0.0,301.05,5006.61
knapPI_3_1000_1000_326.csv,0.0,427.15,5000.72
knapPI_3_1000_1000_327.csv,0.0,371.14,5007.39
knapPI_3_1000_1000_328.csv,50000.0,340.56,5005.81
knapPI_3_1000_1000_329.csv,0.0,311.62,5005.96
knapPI_3_1000_1000_33.csv,50000.0,34.24,5.2
knapPI_3_1000_1000_330.csv,0.0,394.21,5002.38
knapPI_3_1000_1000_331.csv,50000.0,334.36,5005.21
knapPI_3_1000_1000_332.csv,0.0,536.71,5008.7
knapPI_3_1000_1000_333.csv,0.0,402.5,5002.42
knapPI_3_1000_1000_334.csv,0.13,407.35,5006.61
knapPI_3_1000_1000_335.csv,50000.0,323.03,5001.1
knapPI_3_1000_1000_336.csv,0.0,421.01,5001.96
knapPI_3_1000_1000_337.csv,50000.0,472.38,5005.55
knapPI_3_1000_1000_338.csv,50000.0,342.63,5002.44
knapPI_3_1000_1000_339.csv,0.0,477.14,5001.48
knapPI_3_1000_1000_34.csv,50000.0,42.31,5001.63
knapPI_3_1000_1000_340.csv,0.0,374.53,5002.63
knapPI_3_1000_1000_341.csv,0.0,392.45,5003.47
knapPI_3_1000_1000_342.csv,0.03,379.95,5002.16
knapPI_3_1000_1000_343.csv,0.0,319.41,5008.79
knapPI_3_1000_1000_344.csv,0.0,328.59,5002.74
knapPI_3_1000_1000_345.csv,0.0,478.65,5001.23
knapPI_3_1000_1000_346.csv,0.0,593.52,5002.49
knapPI_3_1000_1000_347.csv,50000.0,601.57,5002.63
knapPI_3_1000_1000_348.csv,0.0,387.7,5006.48
knapPI_3_1000_1000_349.csv,0.0,365.13,5002.76
knapPI_3_1000_1000_35.csv,0.0,64.77,5002.66
knapPI_3_1000_1000_350.csv,50000.0,441.52,5001.91
knapPI_3_1000_1000_351.csv,0.19,305.69,5004.39
knapPI_3_1000_1000_352.csv,50000.0,363.09,5002.54
knapPI_3_1000_1000_353.csv,0.0,376.43,5005.19
knapPI_3_1000_1000_354.csv,0.0,5329.4,2031.87
knapPI_3_1000_1000_355.csv,50000.0,451.71,5003.0
knapPI_3_1000_1000_356.csv,50000.0,414.07,5002.53
knapPI_3_1000_1000_357.csv,50000.0,357.09,5008.43
knapPI_3_1000_1000_358.csv,0.0,444.68,5007.71
knapPI_3_1000_1000_359.csv,50000.0,384.54,5002.83
knapPI_3_1000_1000_36.csv,0.0,43.06,5002.33
knapPI_3_1000_1000_360.csv,50000.0,603.87,5002.2
knapPI_3_1000_1000_361.csv,50000.0,331.13,5002.96
knapPI_3_1000_1000_362.csv,0.0,378.62,5001.18
knapPI_3_1000_1000_363.csv,50000.0,394.12,5002.15
knapPI_3_1000_1000_364.csv,50000.0,381.53,5006.24
knapPI_3_1000_1000_365.csv,0.0,415.62,4.49
knapPI_3_1000_1000_366.csv,50000.0,364.71,5002.72
knapPI_3_1000_1000_367.csv,0.0,609.77,5004.15
knapPI_3_1000_1000_368.csv,50000.0,504.27,5001.52
knapPI_3_1000_1000_369.csv,50000.0,355.33,584.74
knapPI_3_1000_1000_37.csv,0.0,51.68,5001.5
knapPI_3_1000_1000_370.csv,0.0,421.42,5003.51
knapPI_3_1000_1000_371.csv,0.0,343.9,5003.25
knapPI_3_1000_1000_372.csv,50000.0,340.37,5006.78
knapPI_3_1000_1000_373.csv,0.01,345.55,5003.97
knapPI_3_1000_1000_374.csv,50000.0,355.21,5008.21
knapPI_3_1000_1000_375.csv,0.0,392.19,5004.82
knapPI_3_1000_1000_376.csv,0.01,431.77,5005.27
knapPI_3_1000_1000_377.csv,50000.0,436.52,5008.0
knapPI_3_1000_1000_378.csv,0.01,355.38,5005.91
knapPI_3_1000_1000_379.csv,0.0,432.08,5002.09
knapPI_3_1000_1000_38.csv,50000.0,46.96,5001.38
knapPI_3_1000_1000_380.csv,0.0,423.92,5006.2
knapPI_3_1000_1000_381.csv,0.0,505.24,5005.17
knapPI_3_1000_1000_382.csv,0.01,320.37,5004.68
knapPI_3_1000_1000_383.csv,0.0,412.7,5002.73
knapPI_3_1000_1000_384.csv,50000.0,462.65,5001.32
knapPI_3_1000_1000_385.csv,0.0,352.54,5000.62
knapPI_3_1000_1000_386.csv,0.0,498.53,5003.05
knapPI_3_1000_1000_387.csv,0.0,346.77,5004.78
knapPI_3_1000_1000_388.csv,50000.0,554.55,5001.36
knapPI_3_1000_1000_389.csv,0.0,291.79,5001.71
knapPI_3_1000_1000_39.csv,0.0,55.14,5000.89
knapPI_3_1000_1000_390.csv,50000.0,383.77,5003.0
knapPI_3_1000_1000_391.csv,0.0,391.78,5005.8
knapPI_3_1000_1000_392.csv,50000.0,395.92,18.23
knapPI_3_1000_1000_393.csv,0.0,546.52,5007.87
knapPI_3_1000_1000_394.csv,0.0,442.86,5006.45
knapPI_3_1000_1000_395.csv,50000.0,380.6,1.44
knapPI_3_1000_1000_396.csv,50000.0,333.21,5008.69
knapPI_3_1000_1000_397.csv,0.0,296.92,5002.22
knapPI_3_1000_1000_398.csv,0.0,398.41,5002.21
knapPI_3_1000_1000_399.csv,0.0,397.4,5001.37
knapPI_3_1000_1000_4.csv,0.0,4.39,5001.41
knapPI_3_1000_1000_40.csv,0.0,52.02,347.45
knapPI_3_1000_1000_400.csv,50000.0,368.51,5004.33
knapPI_3_1000_1000_401.csv,0.0,363.23,5005.76
knapPI_3_1000_1000_402.csv,0.01,436.02,5007.31
knapPI_3_1000_1000_403.csv,0.0,334.26,5001.78
knapPI_3_1000_1000_404.csv,0.01,410.16,5006.62
knapPI_3_1000_1000_405.csv,50000.0,370.36,5001.7
knapPI_3_1000_1000_406.csv,0.0,348.07,5001.41
knapPI_3_1000_1000_407.csv,50000.0,328.16,5002.4
knapPI_3_1000_1000_408.csv,0.0,419.49,5005.63
knapPI_3_1000_1000_409.csv,0.0,570.2,5009.02
knapPI_3_1000_1000_41.csv,0.0,63.46,5001.19
knapPI_3_1000_1000_410.csv,0.0,509.35,5001.45
knapPI_3_1000_1000_411.csv,0.0,398.34,5002.81
knapPI_3_1000_1000_412.csv,50000.0,470.2,5004.98
knapPI_3_1000_1000_413.csv,0.0,356.72,0.43
knapPI_3_1000_1000_414.csv,50000.0,373.63,5007.22
knapPI_3_1000_1000_415.csv,50000.0,484.39,269.26
knapPI_3_1000_1000_416.csv,0.0,368.83,5003.51
knapPI_3_1000_1000_417.csv,0.0,491.03,5009.09
knapPI_3_1000_1000_418.csv,0.0,491.93,5001.39
knapPI_3_1000_1000_419.csv,0.0,687.83,5006.41
knapPI_3_1000_1000_42.csv,0.0,78.36,5002.52
knapPI_3_1000_1000_420.csv,50000.0,480.93,5003.09
knapPI_3_1000_1000_421.csv,50000.0,385.48,1.65
knapPI_3_1000_1000_422.csv,50000.0,386.12,5002.43
knapPI_3_1000_1000_423.csv,0.0,374.25,5001.2
knapPI_3_1000_1000_424.csv,0.0,522.47,5002.61
knapPI_3_1000_1000_425.csv,0.0,446.16,5004.67
knapPI_3_1000_1000_426.csv,0.0,634.48,5005.41
knapPI_3_1000_1000_427.csv,50000.0,531.48,5003.32
knapPI_3_1000_1000_428.csv,0.0,325.6,5003.48
knapPI_3_1000_1000_429.csv,0.0,413.86,5002.49
knapPI_3_1000_1000_43.csv,50000.0,62.03,5000.62
knapPI_3_1000_1000_430.csv,0.0,614.97,5002.98
knapPI_3_1000_1000_431.csv,0.0,381.3,5000.56
knapPI_3_1000_1000_432.csv,50000.0,348.23,5006.09
knapPI_3_1000_1000_433.csv,0.0,377.5,5003.94
knapPI_3_1000_1000_434.csv,0.0,721.67,5002.52
knapPI_3_1000_1000_435.csv,0.0,403.46,5005.79
knapPI_3_1000_1000_436.csv,0.0,464.17,5005.33
knapPI_3_1000_1000_437.csv,0.0,403.03,102.46
knapPI_3_1000_1000_438.csv,0.0,378.48,5005.83
knapPI_3_1000_1000_439.csv,0.0,373.44,5004.66
knapPI_3_1000_1000_44.csv,0.0,54.21,5001.91
knapPI_3_1000_1000_440.csv,0.0,359.01,5001.32
knapPI_3_1000_1000_441.csv,0.0,394.37,5010.21
knapPI_3_1000_1000_442.csv,0.0,5360.54,5000.93
knapPI_3_1000_1000_443.csv,0.0,395.26,5002.13
knapPI_3_1000_1000_444.csv,0.0,452.85,5001.2
knapPI_3_1000_1000_445.csv,0.0,444.49,5011.92
knapPI_3_1000_1000_446.csv,0.0,692.48,5003.48
knapPI_3_1000_1000_447.csv,0.0,360.54,5007.46
knapPI_3_1000_1000_448.csv,50000.0,443.28,5004.8
knapPI_3_1000_1000_449.csv,0.0,473.99,5000.32
knapPI_3_1000_1000_45.csv,0.0,49.51,5001.99
knapPI_3_1000_1000_450.csv,0.0,423.0,5005.97
knapPI_3_1000_1000_451.csv,0.0,420.66,5008.43
knapPI_3_1000_1000_452.csv,50000.0,383.78,5008.51
knapPI_3_1000_1000_453.csv,0.0,508.39,5002.11
knapPI_3_1000_1000_454.csv,0.0,430.51,5005.15
knapPI_3_1000_1000_455.csv,0.0,855.62,5001.41
knapPI_3_1000_1000_456.csv,50000.0,387.67,5002.19
knapPI_3_1000_1000_457.csv,0.0,442.03,5009.98
knapPI_3_1000_1000_458.csv,50000.0,370.63,178.63
knapPI_3_1000_1000_459.csv,0.0,424.03,5001.02
knapPI_3_1000_1000_46.csv,50000.0,72.97,3.29
knapPI_3_1000_1000_460.csv,50000.0,420.71,5002.97
knapPI_3_1000_1000_461.csv,50000.0,390.38,5002.02
knapPI_3_1000_1000_462.csv,0.0,5316.73,5000.52
knapPI_3_1000_1000_463.csv,0.0,547.4,5005.18
knapPI_3_1000_1000_464.csv,0.0,472.87,5002.08
knapPI_3_1000_1000_465.csv,50000.0,653.69,5007.22
knapPI_3_1000_1000_466.csv,0.13,5370.99,5002.05
knapPI_3_1000_1000_467.csv,0.0,395.93,5001.87
knapPI_3_1000_1000_468.csv,50000.0,505.35,5008.5
knapPI_3_1000_1000_469.csv,0.01,623.07,5005.09
knapPI_3_1000_1000_47.csv,50000.0,58.32,5000.55
knapPI_3_1000_1000_470.csv,0.0,439.72,5002.45
knapPI_3_1000_1000_471.csv,0.0,648.17,5009.15
knapPI_3_1000_1000_472.csv,50000.0,558.73,5006.81
knapPI_3_1000_1000_473.csv,50000.0,1044.95,5010.19
knapPI_3_1000_1000_474.csv,0.0,488.05,5008.09
knapPI_3_1000_1000_475.csv,0.02,393.13,5003.18
knapPI_3_1000_1000_476.csv,50000.0,608.7,5011.85
knapPI_3_1000_1000_477.csv,50000.0,417.98,5001.87
knapPI_3_1000_1000_478.csv,0.02,461.24,5003.55
knapPI_3_1000_1000_479.csv,50000.0,671.57,5001.0
knapPI_3_1000_1000_48.csv,50000.0,69.3,5000.72
knapPI_3_1000_1000_480.csv,0.0,474.53,5009.47
knapPI_3_1000_1000_481.csv,0.11,461.11,5007.47
knapPI_3_1000_1000_482.csv,0.02,801.06,5003.47
knapPI_3_1000_1000_483.csv,0.0,522.08,5001.33
knapPI_3_1000_1000_484.csv,50000.0,553.04,5012.8
knapPI_3_1000_1000_485.csv,50000.0,342.92,5001.23
knapPI_3_1000_1000_486.csv,0.01,604.38,5002.37
knapPI_3_1000_1000_487.csv,0.0,510.01,5003.56
knapPI_3_1000_1000_488.csv,0.0,435.73,5007.12
knapPI_3_1000_1000_489.csv,50000.0,391.09,5003.56
knapPI_3_1000_1000_49.csv,50000.0,203.53,4.06
knapPI_3_1000_1000_490.csv,0.0,706.45,5008.26
knapPI_3_1000_1000_491.csv,0.0,430.52,5006.41
knapPI_3_1000_1000_492.csv,0.01,412.37,5008.33
knapPI_3_1000_1000_493.csv,0.01,516.59,5002.07
knapPI_3_1000_1000_494.csv,0.0,1000.74,5011.55
knapPI_3_1000_1000_495.csv,0.0,437.12,5009.91
knapPI_3_1000_1000_496.csv,50000.0,563.2,5010.05
knapPI_3_1000_1000_497.csv,50000.0,456.36,5009.37
knapPI_3_1000_1000_498.csv,0.0,478.65,5002.65
knapPI_3_1000_1000_499.csv,0.0,426.26,5012.57
knapPI_3_1000_1000_5.csv,0.01,8.52,2.76
knapPI_3_1000_1000_50.csv,0.0,60.69,5000.7
knapPI_3_1000_1000_500.csv,0.0,522.88,5008.77
knapPI_3_1000_1000_501.csv,0.0,557.39,5002.25
knapPI_3_1000_1000_502.csv,0.0,405.38,5002.92
knapPI_3_1000_1000_503.csv,50000.0,539.7,5009.99
knapPI_3_1000_1000_504.csv,0.0,544.18,5005.9
knapPI_3_1000_1000_505.csv,0.0,483.68,5007.62
knapPI_3_1000_1000_506.csv,0.0,748.06,5000.53
knapPI_3_1000_1000_507.csv,50000.0,401.73,5002.41
knapPI_3_1000_1000_508.csv,0.0,463.31,5008.3
knapPI_3_1000_1000_509.csv,0.0,487.63,5012.7
knapPI_3_1000_1000_51.csv,0.0,56.4,5000.8
knapPI_3_1000_1000_510.csv,0.0,419.55,5003.71
knapPI_3_1000_1000_511.csv,50000.0,530.51,5010.79
knapPI_3_1000_1000_512.csv,50000.0,475.66,5002.2
knapPI_3_1000_1000_513.csv,50000.0,5463.11,5001.51
knapPI_3_1000_1000_514.csv,50000.0,510.65,5010.88
knapPI_3_1000_1000_515.csv,50000.0,441.76,5007.62
knapPI_3_1000_1000_516.csv,0.0,392.11,5003.87
knapPI_3_1000_1000_517.csv,0.02,1079.41,5001.68
knapPI_3_1000_1000_518.csv,0.0,475.97,5009.22
knapPI_3_1000_1000_519.csv,0.0,719.68,5004.65
knapPI_3_1000_1000_52.csv,0.0,71.15,5001.52
knapPI_3_1000_1000_520.csv,0.01,629.8,5005.42
knapPI_3_1000_1000_521.csv,0.0,518.74,5004.46
knapPI_3_1000_1000_522.csv,50000.0,505.93,5011.95
knapPI_3_1000_1000_523.csv,0.0,596.07,5006.33
knapPI_3_1000_1000_524.csv,0.0,5528.4,5002.56
knapPI_3_1000_1000_525.csv,0.0,523.41,5002.57
knapPI_3_1000_1000_526.csv,0.01,435.07,5008.6
knapPI_3_1000_1000_527.csv,0.0,528.54,5002.17
knapPI_3_1000_1000_528.csv,50000.0,451.88,5007.73
knapPI_3_1000_1000_529.csv,50000.0,445.14,5018.64
knapPI_3_1000_1000_53.csv,0.0,111.0,5001.17
knapPI_3_1000_1000_530.csv,50000.0,466.17,5006.92
knapPI_3_1000_1000_531.csv,0.0,565.56,5011.04
knapPI_3_1000_1000_532.csv,0.0,509.41,5011.35
knapPI_3_1000_1000_533.csv,50000.0,446.08,5000.64
knapPI_3_1000_1000_534.csv,0.02,615.63,5001.5
knapPI_3_1000_1000_535.csv,0.32,454.33,5002.34
knapPI_3_1000_1000_536.csv,0.0,581.11,5004.25
knapPI_3_1000_1000_537.csv,50000.0,645.16,5007.86
knapPI_3_1000_1000_538.csv,50000.0,596.98,5005.94
knapPI_3_1000_1000_539.csv,0.0,474.46,5010.91
knapPI_3_1000_1000_54.csv,0.0,71.73,5001.09
knapPI_3_1000_1000_540.csv,0.0,738.29,5003.36
knapPI_3_1000_1000_541.csv,50000.0,511.11,5009.35
knapPI_3_1000_1000_542.csv,0.0,456.07,5007.29
knapPI_3_1000_1000_543.csv,50000.0,667.76,5001.77
knapPI_3_1000_1000_544.csv,0.0,446.3,5009.38
knapPI_3_1000_1000_545.csv,0.0,562.77,5003.05
knapPI_3_1000_1000_546.csv,50000.0,521.36,5006.85
knapPI_3_1000_1000_547.csv,0.0,411.61,5002.13
knapPI_3_1000_1000_548.csv,50000.0,681.12,5004.96
knapPI_3_1000_1000_549.csv,0.01,5635.58,5001.4
knapPI_3_1000_1000_55.csv,0.0,78.46,5002.22
knapPI_3_1000_1000_550.csv,50000.0,446.55,5013.2
knapPI_3_1000_1000_551.csv,0.0,510.19,5001.6
knapPI_3_1000_1000_552.csv,0.01,560.73,5007.91
knapPI_3_1000_1000_553.csv,0.0,478.96,5005.66
knapPI_3_1000_1000_554.csv,50000.0,408.68,5003.99
knapPI_3_1000_1000_555.csv,50000.0,873.5,5002.64
knapPI_3_1000_1000_556.csv,0.0,600.41,5009.32
knapPI_3_1000_1000_557.csv,0.0,485.68,5005.46
knapPI_3_1000_1000_558.csv,0.0,618.61,5008.49
knapPI_3_1000_1000_559.csv,0.0,615.34,5009.64
knapPI_3_1000_1000_56.csv,50000.0,211.14,5001.79
knapPI_3_1000_1000_560.csv,0.01,568.24,5014.25
knapPI_3_1000_1000_561.csv,0.0,632.73,5002.36
knapPI_3_1000_1000_562.csv,0.01,689.81,5002.87
knapPI_3_1000_1000_563.csv,50000.0,446.4,5006.18
knapPI_3_1000_1000_564.csv,50000.0,538.73,5010.13
knapPI_3_1000_1000_565.csv,50000.0,531.29,5002.58
knapPI_3_1000_1000_566.csv,0.0,492.94,5012.09
knapPI_3_1000_1000_567.csv,0.0,696.19,5011.59
knapPI_3_1000_1000_568.csv,0.01,537.69,5004.92
knapPI_3_1000_1000_569.csv,0.0,450.34,5003.09
knapPI_3_1000_1000_57.csv,0.0,66.2,5001.23
knapPI_3_1000_1000_570.csv,0.0,486.21,5009.17
knapPI_3_1000_1000_571.csv,0.0,523.02,5001.12
knapPI_3_1000_1000_572.csv,0.0,509.7,5001.58
knapPI_3_1000_1000_573.csv,0.0,629.09,5000.2
knapPI_3_1000_1000_574.csv,0.01,635.29,5010.7
knapPI_3_1000_1000_575.csv,0.0,638.87,5009.23
knapPI_3_1000_1000_576.csv,0.0,535.89,5006.53
knapPI_3_1000_1000_577.csv,50000.0,695.19,5004.24
knapPI_3_1000_1000_578.csv,50000.0,580.0,5002.72
knapPI_3_1000_1000_579.csv,50000.0,457.16,50000.0
knapPI_3_1000_1000_58.csv,0.0,66.59,5000.77
knapPI_3_1000_1000_580.csv,50000.0,480.92,50000.0
knapPI_3_1000_1000_59.csv,0.0,86.5,5003.4
knapPI_3_1000_1000_6.csv,50000.0,17.01,2820.14
knapPI_3_1000_1000_60.csv,50000.0,93.86,5001.51
knapPI_3_1000_1000_61.csv,50000.0,74.86,5003.26
knapPI_3_1000_1000_62.csv,0.0,70.65,5000.81
knapPI_3_1000_1000_63.csv,50000.0,96.3,5003.98
knapPI_3_1000_1000_64.csv,0.02,135.42,5001.05
knapPI_3_1000_1000_65.csv,50000.0,86.16,1241.07
knapPI_3_1000_1000_66.csv,0.0,90.94,5001.54
knapPI_3_1000_1000_67.csv,50000.0,332.28,5001.96
knapPI_3_1000_1000_68.csv,0.0,151.12,5000.4
knapPI_3_1000_1000_69.csv,0.0,86.62,5001.94
knapPI_3_1000_1000_7.csv,0.0,8.77,1277.39
knapPI_3_1000_1000_70.csv,0.0,99.21,5002.37
knapPI_3_1000_1000_71.csv,0.0,93.3,5001.12
knapPI_3_1000_1000_72.csv,50000.0,84.23,5002.89
knapPI_3_1000_1000_73.csv,0.01,92.42,5001.49
knapPI_3_1000_1000_74.csv,0.0,109.89,5001.31
knapPI_3_1000_1000_75.csv,50000.0,101.54,5.41
knapPI_3_1000_1000_76.csv,50000.0,143.38,5000.44
knapPI_3_1000_1000_77.csv,0.13,95.0,5004.01
knapPI_3_1000_1000_78.csv,0.2,101.32,49.38
knapPI_3_1000_1000_79.csv,0.0,78.37,44.49
knapPI_3_1000_1000_8.csv,50000.0,12.87,5000.44
knapPI_3_1000_1000_80.csv,50000.0,93.73,5000.54
knapPI_3_1000_1000_81.csv,0.01,94.25,5001.33
knapPI_3_1000_1000_82.csv,0.0,95.18,5000.85
knapPI_3_1000_1000_83.csv,50000.0,92.17,1311.19
knapPI_3_1000_1000_84.csv,0.0,111.47,5002.31
knapPI_3_1000_1000_85.csv,0.02,103.66,5001.31
knapPI_3_1000_1000_86.csv,50000.0,111.34,5001.62
knapPI_3_1000_1000_87.csv,0.0,290.5,5004.38
knapPI_3_1000_1000_88.csv,50000.0,86.67,5001.55
knapPI_3_1000_1000_89.csv,50000.0,97.53,5001.33
knapPI_3_1000_1000_9.csv,50000.0,10.8,5000.0
knapPI_3_1000_1000_90.csv,0.0,125.09,5000.68
knapPI_3_1000_1000_91.csv,0.0,100.47,2.96
knapPI_3_1000_1000_92.csv,0.0,80.16,5001.92
knapPI_3_1000_1000_93.csv,0.0,119.63,5004.27
knapPI_3_1000_1000_94.csv,0.01,155.55,5000.48
knapPI_3_1000_1000_95.csv,50000.0,122.38,5002.22
knapPI_3_1000_1000_96.csv,0.0,173.55,116.62
knapPI_3_1000_1000_97.csv,0.0,101.14,5002.1
knapPI_3_1000_1000_98.csv,50000.0,120.34,5001.32
knapPI_3_1000_1000_99.csv,0.0,110.87,5001.93
knapPI_4_1000_10000000_1.csv,0.0,50000.0,50000.0
knapPI_4_1000_10000000_10.csv,50000.0,50000.0,5000.98
knapPI_4_1000_10000000_100.csv,50000.0,50000.0,5000.78
knapPI_4_1000_10000000_101.csv,50000.0,50000.0,5001.4
knapPI_4_1000_10000000_102.csv,50000.0,50000.0,5001.21
knapPI_4_1000_10000000_103.csv,50000.0,50000.0,5001.43
knapPI_4_1000_10000000_104.csv,50000.0,50000.0,5002.06
knapPI_4_1000_10000000_105.csv,50000.0,50000.0,5001.14
knapPI_4_1000_10000000_106.csv,50000.0,50000.0,5001.64
knapPI_4_1000_10000000_107.csv,50000.0,50000.0,5072.92
knapPI_4_1000_10000000_108.csv,50000.0,50000.0,5001.29
knapPI_4_1000_10000000_109.csv,50000.0,50000.0,5001.83
knapPI_4_1000_10000000_11.csv,50000.0,50000.0,5000.64
knapPI_4_1000_10000000_110.csv,50000.0,50000.0,5002.0
knapPI_4_1000_10000000_111.csv,50000.0,50000.0,5001.1
