,greedy,dynamic_programming,branch_and_bound
knapPI_2_1000_1000000_241.csv,50000.0,50000.0,2652.65
knapPI_2_1000_1000000_242.csv,50000.0,50000.0,5004.24
knapPI_2_1000_1000000_243.csv,50000.0,50000.0,5002.11
knapPI_2_1000_1000000_244.csv,50000.0,50000.0,110.16
knapPI_2_1000_1000000_245.csv,50000.0,50000.0,3566.86
knapPI_2_1000_1000000_246.csv,50000.0,50000.0,5001.09
knapPI_2_1000_1000000_248.csv,50000.0,50000.0,5000.53
knapPI_2_1000_1000000_249.csv,50000.0,50000.0,5001.62
knapPI_2_1000_1000000_25.csv,50000.0,50000.0,5001.25
knapPI_2_1000_1000000_250.csv,50000.0,50000.0,5000.63
knapPI_2_1000_1000000_251.csv,50000.0,50000.0,81.83
knapPI_2_1000_1000000_252.csv,50000.0,50000.0,4.47
knapPI_2_1000_1000000_253.csv,50000.0,50000.0,5000.21
knapPI_2_1000_1000000_254.csv,50000.0,50000.0,5000.1
knapPI_2_1000_1000000_255.csv,50000.0,50000.0,5000.0
knapPI_2_1000_1000000_257.csv,50000.0,50000.0,5001.36
knapPI_2_1000_1000000_258.csv,50000.0,50000.0,69.45
knapPI_2_1000_1000000_259.csv,50000.0,50000.0,5001.89
knapPI_2_1000_1000000_26.csv,50000.0,50000.0,5000.0
knapPI_2_1000_1000000_260.csv,50000.0,50000.0,5000.33
knapPI_2_1000_1000000_261.csv,50000.0,50000.0,5002.75
knapPI_2_1000_1000000_262.csv,50000.0,50000.0,5000.23
knapPI_2_1000_1000000_263.csv,50000.0,50000.0,5001.63
knapPI_2_1000_1000000_264.csv,50000.0,50000.0,5001.19
knapPI_2_1000_1000000_265.csv,50000.0,50000.0,5001.99
knapPI_2_1000_1000000_266.csv,50000.0,50000.0,1224.77
knapPI_2_1000_1000000_267.csv,50000.0,50000.0,9.22
knapPI_2_1000_1000000_268.csv,50000.0,50000.0,16.43
knapPI_2_1000_1000000_269.csv,50000.0,50000.0,5001.36
knapPI_2_1000_1000000_27.csv,50000.0,50000.0,4.75
knapPI_2_1000_1000000_270.csv,50000.0,50000.0,5002.65
knapPI_2_1000_1000000_271.csv,50000.0,50000.0,5000.24
knapPI_2_1000_1000000_273.csv,50000.0,50000.0,5002.11
knapPI_2_1000_1000000_274.csv,50000.0,50000.0,5002.32
knapPI_2_1000_1000000_275.csv,50000.0,50000.0,174.87
knapPI_2_1000_1000000_276.csv,50000.0,50000.0,5001.9
knapPI_2_1000_1000000_278.csv,50000.0,50000.0,5002.03
knapPI_2_1000_1000000_279.csv,50000.0,50000.0,5003.0
knapPI_2_1000_1000000_280.csv,50000.0,50000.0,3.5
knapPI_2_1000_1000000_281.csv,50000.0,50000.0,5002.31
knapPI_2_1000_1000000_284.csv,50000.0,50000.0,5002.02
knapPI_2_1000_1000000_285.csv,50000.0,50000.0,5003.68
knapPI_2_1000_1000000_286.csv,50000.0,50000.0,3.88
knapPI_2_1000_1000000_287.csv,0.0,50000.0,1.9
knapPI_2_1000_1000000_288.csv,50000.0,50000.0,5000.91
knapPI_2_1000_1000000_289.csv,0.0,50000.0,3.09
knapPI_2_1000_1000000_29.csv,50000.0,50000.0,4.95
knapPI_2_1000_1000000_290.csv,50000.0,50000.0,5000.72
knapPI_2_1000_1000000_291.csv,50000.0,50000.0,3498.92
knapPI_2_1000_1000000_292.csv,50000.0,50000.0,5002.5
knapPI_2_1000_1000000_293.csv,50000.0,50000.0,5001.05
knapPI_2_1000_1000000_294.csv,50000.0,50000.0,5000.0
knapPI_2_1000_1000000_295.csv,50000.0,50000.0,5001.17
knapPI_2_1000_1000000_296.csv,50000.0,50000.0,23.83
knapPI_2_1000_1000000_297.csv,50000.0,50000.0,5001.27
knapPI_2_1000_1000000_298.csv,50000.0,50000.0,5001.47
knapPI_2_1000_1000000_299.csv,50000.0,50000.0,5001.08
knapPI_2_1000_1000000_3.csv,0.0,8119.86,3.23
knapPI_2_1000_1000000_30.csv,0.0,50000.0,3.73
knapPI_2_1000_1000000_300.csv,0.0,50000.0,3.15
knapPI_2_1000_1000000_302.csv,50000.0,50000.0,5000.61
knapPI_2_1000_1000000_303.csv,50000.0,50000.0,5001.46
knapPI_2_1000_1000000_304.csv,50000.0,50000.0,30.72
knapPI_2_1000_1000000_305.csv,50000.0,50000.0,5001.3
knapPI_2_1000_1000000_306.csv,50000.0,50000.0,494.66
knapPI_2_1000_1000000_307.csv,50000.0,50000.0,5000.22
knapPI_2_1000_1000000_308.csv,50000.0,50000.0,5002.2
knapPI_2_1000_1000000_309.csv,50000.0,50000.0,5003.35
knapPI_2_1000_1000000_31.csv,50000.0,50000.0,32.16
knapPI_2_1000_1000000_310.csv,50000.0,50000.0,5002.9
knapPI_2_1000_1000000_311.csv,50000.0,50000.0,5001.92
knapPI_2_1000_1000000_312.csv,50000.0,50000.0,5002.54
knapPI_2_1000_1000000_313.csv,50000.0,50000.0,5002.43
knapPI_2_1000_1000000_314.csv,50000.0,50000.0,47.87
knapPI_2_1000_1000000_315.csv,50000.0,50000.0,5000.5
knapPI_2_1000_1000000_317.csv,50000.0,50000.0,5000.31
knapPI_2_1000_1000000_318.csv,50000.0,50000.0,3.3
knapPI_2_1000_1000000_319.csv,50000.0,50000.0,5001.45
knapPI_2_1000_1000000_32.csv,0.0,50000.0,2.47
knapPI_2_1000_1000000_320.csv,50000.0,50000.0,2151.84
knapPI_2_1000_1000000_321.csv,50000.0,50000.0,5002.64
knapPI_2_1000_1000000_322.csv,50000.0,50000.0,5000.71
knapPI_2_1000_1000000_323.csv,50000.0,50000.0,2450.82
knapPI_2_1000_1000000_324.csv,50000.0,50000.0,2839.04
knapPI_2_1000_1000000_325.csv,50000.0,50000.0,5001.1
knapPI_2_1000_1000000_326.csv,50000.0,50000.0,1718.13
knapPI_2_1000_1000000_327.csv,50000.0,50000.0,5000.49
knapPI_2_1000_1000000_328.csv,50000.0,50000.0,2028.59
knapPI_2_1000_1000000_329.csv,50000.0,50000.0,5002.16
knapPI_2_1000_1000000_33.csv,50000.0,50000.0,4987.72
knapPI_2_1000_1000000_330.csv,50000.0,50000.0,5.1
knapPI_2_1000_1000000_331.csv,50000.0,50000.0,10.83
knapPI_2_1000_1000000_332.csv,50000.0,50000.0,5001.0
knapPI_2_1000_1000000_333.csv,50000.0,50000.0,5000.9
knapPI_2_1000_1000000_334.csv,50000.0,50000.0,5002.18
knapPI_2_1000_1000000_335.csv,50000.0,50000.0,234.34
knapPI_2_1000_1000000_336.csv,50000.0,50000.0,5000.72
knapPI_2_1000_1000000_337.csv,50000.0,50000.0,1073.43
knapPI_2_1000_1000000_338.csv,50000.0,50000.0,5002.69
knapPI_2_1000_1000000_339.csv,50000.0,50000.0,3.41
knapPI_2_1000_1000000_34.csv,50000.0,50000.0,4936.54
knapPI_2_1000_1000000_340.csv,50000.0,50000.0,1243.59
knapPI_2_1000_1000000_341.csv,50000.0,50000.0,55.44
knapPI_2_1000_1000000_342.csv,50000.0,50000.0,5001.69
knapPI_2_1000_1000000_343.csv,50000.0,50000.0,12.06
knapPI_2_1000_1000000_344.csv,50000.0,50000.0,8.92
knapPI_2_1000_1000000_345.csv,50000.0,50000.0,1414.33
knapPI_2_1000_1000000_346.csv,0.0,50000.0,2.7
knapPI_2_1000_1000000_347.csv,50000.0,50000.0,663.34
knapPI_2_1000_1000000_35.csv,50000.0,50000.0,381.37
knapPI_2_1000_1000000_350.csv,50000.0,50000.0,5000.0
knapPI_2_1000_1000000_351.csv,50000.0,50000.0,3.58
knapPI_2_1000_1000000_352.csv,50000.0,50000.0,953.03
knapPI_2_1000_1000000_353.csv,50000.0,50000.0,5000.94
knapPI_2_1000_1000000_354.csv,50000.0,50000.0,431.54
knapPI_2_1000_1000000_355.csv,50000.0,50000.0,411.04
knapPI_2_1000_1000000_356.csv,50000.0,50000.0,5002.13
knapPI_2_1000_1000000_357.csv,50000.0,50000.0,5001.75
knapPI_2_1000_1000000_358.csv,50000.0,50000.0,5001.01
knapPI_2_1000_1000000_359.csv,50000.0,50000.0,5001.21
knapPI_2_1000_1000000_36.csv,50000.0,50000.0,4993.66
knapPI_2_1000_1000000_360.csv,50000.0,50000.0,5001.01
knapPI_2_1000_1000000_361.csv,50000.0,50000.0,5001.83
knapPI_2_1000_1000000_362.csv,50000.0,50000.0,5001.12
knapPI_2_1000_1000000_363.csv,50000.0,50000.0,5001.31
knapPI_2_1000_1000000_365.csv,50000.0,50000.0,5001.01
knapPI_2_1000_1000000_366.csv,50000.0,50000.0,21.78
knapPI_2_1000_1000000_367.csv,50000.0,50000.0,3.74
knapPI_2_1000_1000000_368.csv,50000.0,50000.0,7.26
knapPI_2_1000_1000000_369.csv,50000.0,50000.0,5001.81
knapPI_2_1000_1000000_37.csv,50000.0,50000.0,5000.44
knapPI_2_1000_1000000_370.csv,50000.0,50000.0,159.11
knapPI_2_1000_1000000_371.csv,50000.0,50000.0,5001.03
knapPI_2_1000_1000000_373.csv,50000.0,50000.0,5001.71
knapPI_2_1000_1000000_375.csv,50000.0,50000.0,5000.63
knapPI_2_1000_1000000_376.csv,50000.0,50000.0,4.1
knapPI_2_1000_1000000_377.csv,50000.0,50000.0,5002.29
knapPI_2_1000_1000000_378.csv,50000.0,50000.0,5000.1
knapPI_2_1000_1000000_379.csv,50000.0,50000.0,5002.06
knapPI_2_1000_1000000_38.csv,50000.0,50000.0,4849.5
knapPI_2_1000_1000000_380.csv,50000.0,50000.0,1323.11
knapPI_2_1000_1000000_381.csv,50000.0,50000.0,2.08
knapPI_2_1000_1000000_382.csv,50000.0,50000.0,5002.01
knapPI_2_1000_1000000_383.csv,50000.0,50000.0,5002.17
knapPI_2_1000_1000000_384.csv,50000.0,50000.0,5000.32
knapPI_2_1000_1000000_385.csv,50000.0,50000.0,1740.6
knapPI_2_1000_1000000_386.csv,50000.0,50000.0,5002.66
knapPI_2_1000_1000000_387.csv,0.0,50000.0,5.76
knapPI_2_1000_1000000_388.csv,50000.0,50000.0,5001.78
knapPI_2_1000_1000000_389.csv,50000.0,50000.0,5000.81
knapPI_2_1000_1000000_39.csv,0.0,50000.0,3.54
knapPI_2_1000_1000000_391.csv,50000.0,50000.0,2.16
knapPI_2_1000_1000000_393.csv,50000.0,50000.0,5000.34
knapPI_2_1000_1000000_394.csv,50000.0,50000.0,13.4
knapPI_2_1000_1000000_395.csv,0.0,50000.0,1.54
knapPI_2_1000_1000000_396.csv,50000.0,50000.0,5000.1
knapPI_2_1000_1000000_397.csv,50000.0,50000.0,5001.35
knapPI_2_1000_1000000_398.csv,50000.0,50000.0,5000.89
knapPI_2_1000_1000000_399.csv,50000.0,50000.0,5001.0
knapPI_2_1000_1000000_4.csv,50000.0,40799.99,3.15
knapPI_2_1000_1000000_40.csv,0.0,50000.0,1.51
knapPI_2_1000_1000000_401.csv,50000.0,50000.0,5002.34
knapPI_2_1000_1000000_402.csv,50000.0,50000.0,5002.33
knapPI_2_1000_1000000_403.csv,50000.0,50000.0,2505.81
knapPI_2_1000_1000000_404.csv,50000.0,50000.0,5002.08
knapPI_2_1000_1000000_405.csv,50000.0,50000.0,26.4
knapPI_2_1000_1000000_406.csv,50000.0,50000.0,5000.84
knapPI_2_1000_1000000_407.csv,50000.0,50000.0,5001.23
knapPI_2_1000_1000000_408.csv,50000.0,50000.0,5000.66
knapPI_2_1000_1000000_409.csv,50000.0,50000.0,5000.32
knapPI_2_1000_1000000_41.csv,50000.0,50000.0,4889.16
knapPI_2_1000_1000000_410.csv,50000.0,50000.0,5000.66
knapPI_2_1000_1000000_411.csv,50000.0,50000.0,271.67
knapPI_2_1000_1000000_412.csv,50000.0,50000.0,5001.09
knapPI_2_1000_1000000_413.csv,50000.0,50000.0,3.59
knapPI_2_1000_1000000_414.csv,50000.0,50000.0,2123.87
knapPI_2_1000_1000000_415.csv,50000.0,50000.0,5003.22
knapPI_2_1000_1000000_416.csv,50000.0,50000.0,5000.0
knapPI_2_1000_1000000_417.csv,50000.0,50000.0,5000.0
knapPI_2_1000_1000000_418.csv,50000.0,50000.0,5000.1
knapPI_2_1000_1000000_419.csv,50000.0,50000.0,13.3
knapPI_2_1000_1000000_42.csv,50000.0,50000.0,5000.83
knapPI_2_1000_1000000_420.csv,50000.0,50000.0,5001.5
knapPI_2_1000_1000000_421.csv,50000.0,50000.0,5000.05
knapPI_2_1000_1000000_422.csv,50000.0,50000.0,5000.0
knapPI_2_1000_1000000_423.csv,50000.0,50000.0,5000.3
knapPI_2_1000_1000000_424.csv,50000.0,50000.0,4290.71
knapPI_2_1000_1000000_425.csv,50000.0,50000.0,5001.61
knapPI_2_1000_1000000_426.csv,50000.0,50000.0,5001.39
knapPI_2_1000_1000000_427.csv,50000.0,50000.0,5000.31
knapPI_2_1000_1000000_428.csv,50000.0,50000.0,5001.16
knapPI_2_1000_1000000_429.csv,50000.0,50000.0,36.83
knapPI_2_1000_1000000_43.csv,50000.0,50000.0,5001.76
knapPI_2_1000_1000000_430.csv,50000.0,50000.0,5000.1
knapPI_2_1000_1000000_431.csv,50000.0,50000.0,5000.0
knapPI_2_1000_1000000_432.csv,50000.0,50000.0,5001.44
knapPI_2_1000_1000000_434.csv,50000.0,50000.0,5001.92
knapPI_2_1000_1000000_435.csv,50000.0,50000.0,5001.5
knapPI_2_1000_1000000_436.csv,50000.0,50000.0,5002.76
knapPI_2_1000_1000000_437.csv,50000.0,50000.0,5001.45
knapPI_2_1000_1000000_438.csv,50000.0,50000.0,5000.72
knapPI_2_1000_1000000_439.csv,50000.0,50000.0,5000.55
knapPI_2_1000_1000000_44.csv,50000.0,50000.0,726.3
knapPI_2_1000_1000000_442.csv,50000.0,50000.0,5001.85
knapPI_2_1000_1000000_443.csv,50000.0,50000.0,5001.01
knapPI_2_1000_1000000_444.csv,50000.0,50000.0,5002.39
knapPI_2_1000_1000000_445.csv,50000.0,50000.0,5001.93
knapPI_2_1000_1000000_446.csv,50000.0,50000.0,5000.25
knapPI_2_1000_1000000_447.csv,50000.0,50000.0,5001.29
knapPI_2_1000_1000000_448.csv,50000.0,50000.0,80.43
knapPI_2_1000_1000000_449.csv,50000.0,50000.0,1.55
knapPI_2_1000_1000000_45.csv,50000.0,50000.0,155.46
knapPI_2_1000_1000000_450.csv,50000.0,50000.0,687.76
knapPI_2_1000_1000000_451.csv,50000.0,50000.0,5002.45
knapPI_2_1000_1000000_453.csv,50000.0,50000.0,92.67
knapPI_2_1000_1000000_454.csv,50000.0,50000.0,5001.75
knapPI_2_1000_1000000_455.csv,50000.0,50000.0,3.47
knapPI_2_1000_1000000_457.csv,50000.0,50000.0,88.8
knapPI_2_1000_1000000_458.csv,0.0,50000.0,1.61
knapPI_2_1000_1000000_459.csv,50000.0,50000.0,5000.0
knapPI_2_1000_1000000_46.csv,50000.0,50000.0,5001.35
knapPI_2_1000_1000000_460.csv,50000.0,50000.0,5000.21
knapPI_2_1000_1000000_461.csv,50000.0,50000.0,1020.15
knapPI_2_1000_1000000_462.csv,50000.0,50000.0,430.75
knapPI_2_1000_1000000_463.csv,50000.0,50000.0,5000.55
knapPI_2_1000_1000000_464.csv,50000.0,50000.0,5001.65
knapPI_2_1000_1000000_465.csv,50000.0,50000.0,5.48
knapPI_2_1000_1000000_466.csv,50000.0,50000.0,5001.8
knapPI_2_1000_1000000_467.csv,50000.0,50000.0,5000.06
knapPI_2_1000_1000000_468.csv,50000.0,50000.0,5002.46
knapPI_2_1000_1000000_469.csv,50000.0,50000.0,5001.79
knapPI_2_1000_1000000_47.csv,50000.0,50000.0,5000.63
knapPI_2_1000_1000000_470.csv,50000.0,50000.0,5000.99
knapPI_2_1000_1000000_471.csv,50000.0,50000.0,5000.3
knapPI_2_1000_1000000_472.csv,50000.0,50000.0,5001.48
knapPI_2_1000_1000000_473.csv,50000.0,50000.0,4583.34
knapPI_2_1000_1000000_475.csv,0.0,50000.0,5.65
knapPI_2_1000_1000000_476.csv,50000.0,50000.0,4010.65
knapPI_2_1000_1000000_477.csv,50000.0,50000.0,5001.99
knapPI_2_1000_1000000_478.csv,50000.0,50000.0,5002.87
knapPI_2_1000_1000000_479.csv,50000.0,50000.0,2301.82
knapPI_2_1000_1000000_48.csv,50000.0,50000.0,9.9
knapPI_2_1000_1000000_480.csv,50000.0,50000.0,5000.82
knapPI_2_1000_1000000_481.csv,50000.0,50000.0,5000.34
knapPI_2_1000_1000000_482.csv,50000.0,50000.0,2706.9
knapPI_2_1000_1000000_483.csv,50000.0,50000.0,5001.49
knapPI_2_1000_1000000_484.csv,50000.0,50000.0,5000.0
knapPI_2_1000_1000000_485.csv,0.0,50000.0,3.52
knapPI_2_1000_1000000_487.csv,50000.0,50000.0,5000.22
knapPI_2_1000_1000000_488.csv,50000.0,50000.0,5001.57
knapPI_2_1000_1000000_489.csv,50000.0,50000.0,5002.78
knapPI_2_1000_1000000_49.csv,0.0,50000.0,3.99
knapPI_2_1000_1000000_490.csv,50000.0,50000.0,5001.62
knapPI_2_1000_1000000_491.csv,50000.0,50000.0,5001.52
knapPI_2_1000_1000000_492.csv,50000.0,50000.0,5000.33
knapPI_2_1000_1000000_493.csv,50000.0,50000.0,5000.04
knapPI_2_1000_1000000_494.csv,50000.0,50000.0,5000.77
knapPI_2_1000_1000000_495.csv,50000.0,50000.0,5001.56
knapPI_2_1000_1000000_496.csv,50000.0,50000.0,5000.0
knapPI_2_1000_1000000_497.csv,0.0,50000.0,3.49
knapPI_2_1000_1000000_498.csv,50000.0,50000.0,5001.49
knapPI_2_1000_1000000_499.csv,50000.0,50000.0,5001.34
knapPI_2_1000_1000000_5.csv,50000.0,50000.0,6.47
knapPI_2_1000_1000000_50.csv,50000.0,50000.0,5000.57
knapPI_2_1000_1000000_500.csv,50000.0,50000.0,5000.1
knapPI_2_1000_1000000_501.csv,50000.0,50000.0,5000.62
knapPI_2_1000_1000000_502.csv,50000.0,50000.0,5001.15
knapPI_2_1000_1000000_503.csv,50000.0,50000.0,21.46
knapPI_2_1000_1000000_504.csv,50000.0,50000.0,39.0
knapPI_2_1000_1000000_505.csv,50000.0,50000.0,5000.22
knapPI_2_1000_1000000_506.csv,50000.0,50000.0,5000.23
knapPI_2_1000_1000000_507.csv,50000.0,50000.0,42.01
knapPI_2_1000_1000000_508.csv,0.0,50000.0,3.44
knapPI_2_1000_1000000_509.csv,0.0,50000.0,2.49
knapPI_2_1000_1000000_51.csv,50000.0,50000.0,5000.79
knapPI_2_1000_1000000_510.csv,50000.0,50000.0,5000.71
knapPI_2_1000_1000000_511.csv,50000.0,50000.0,5002.54
knapPI_2_1000_1000000_513.csv,50000.0,50000.0,5000.1
knapPI_2_1000_1000000_514.csv,50000.0,50000.0,337.92
knapPI_2_1000_1000000_515.csv,50000.0,50000.0,32.85
knapPI_2_1000_1000000_516.csv,50000.0,50000.0,7.98
knapPI_2_1000_1000000_518.csv,0.0,50000.0,2.99
knapPI_2_1000_1000000_519.csv,50000.0,50000.0,9.11
knapPI_2_1000_1000000_52.csv,50000.0,50000.0,4850.46
knapPI_2_1000_1000000_520.csv,50000.0,50000.0,5001.25
knapPI_2_1000_1000000_521.csv,50000.0,50000.0,3.83
knapPI_2_1000_1000000_522.csv,50000.0,50000.0,5001.29
knapPI_2_1000_1000000_523.csv,50000.0,50000.0,5002.37
knapPI_2_1000_1000000_524.csv,50000.0,50000.0,624.47
knapPI_2_1000_1000000_525.csv,50000.0,50000.0,5002.17
knapPI_2_1000_1000000_526.csv,50000.0,50000.0,44.71
knapPI_2_1000_1000000_527.csv,50000.0,50000.0,5001.77
knapPI_2_1000_1000000_528.csv,50000.0,50000.0,15.5
knapPI_2_1000_1000000_529.csv,50000.0,50000.0,78.74
knapPI_2_1000_1000000_530.csv,50000.0,50000.0,54.17
knapPI_2_1000_1000000_531.csv,50000.0,50000.0,116.84
knapPI_2_1000_1000000_532.csv,50000.0,50000.0,5001.26
knapPI_2_1000_1000000_533.csv,50000.0,50000.0,525.39
knapPI_2_1000_1000000_534.csv,50000.0,50000.0,1295.27
knapPI_2_1000_1000000_535.csv,50000.0,50000.0,3.91
knapPI_2_1000_1000000_536.csv,50000.0,50000.0,7.74
knapPI_2_1000_1000000_537.csv,50000.0,50000.0,959.74
knapPI_2_1000_1000000_538.csv,50000.0,50000.0,5002.32
knapPI_2_1000_1000000_54.csv,50000.0,50000.0,14.08
knapPI_2_1000_1000000_540.csv,50000.0,50000.0,3.58
knapPI_2_1000_1000000_541.csv,50000.0,50000.0,1217.14
knapPI_2_1000_1000000_542.csv,50000.0,50000.0,2718.57
knapPI_2_1000_1000000_543.csv,50000.0,50000.0,5001.4
knapPI_2_1000_1000000_544.csv,50000.0,50000.0,5000.43
knapPI_2_1000_1000000_545.csv,50000.0,50000.0,5000.57
knapPI_2_1000_1000000_546.csv,0.1,50000.0,2.53
knapPI_2_1000_1000000_547.csv,50000.0,50000.0,5.22
knapPI_2_1000_1000000_548.csv,50000.0,50000.0,2.54
knapPI_2_1000_1000000_549.csv,50000.0,50000.0,1487.41
knapPI_2_1000_1000000_55.csv,50000.0,50000.0,2709.14
knapPI_2_1000_1000000_550.csv,50000.0,50000.0,54.93
knapPI_2_1000_1000000_551.csv,50000.0,50000.0,5000.49
knapPI_2_1000_1000000_552.csv,0.01,50000.0,2.11
knapPI_2_1000_1000000_553.csv,50000.0,50000.0,5002.08
knapPI_2_1000_1000000_554.csv,0.0,50000.0,2.12
knapPI_2_1000_1000000_555.csv,50000.0,50000.0,3.52
knapPI_2_1000_1000000_556.csv,50000.0,50000.0,45.41
knapPI_2_1000_1000000_557.csv,50000.0,50000.0,5000.83
knapPI_2_1000_1000000_558.csv,50000.0,50000.0,1523.02
knapPI_2_1000_1000000_559.csv,50000.0,50000.0,1957.16
knapPI_2_1000_1000000_56.csv,0.0,50000.0,2.53
knapPI_2_1000_1000000_560.csv,50000.0,50000.0,3.54
knapPI_2_1000_1000000_561.csv,50000.0,50000.0,222.5
knapPI_2_1000_1000000_562.csv,50000.0,50000.0,205.43
knapPI_2_1000_1000000_563.csv,50000.0,50000.0,0.74
knapPI_2_1000_1000000_564.csv,50000.0,50000.0,5001.11
knapPI_2_1000_1000000_565.csv,50000.0,50000.0,5001.97
knapPI_2_1000_1000000_566.csv,50000.0,50000.0,1.63
knapPI_2_1000_1000000_567.csv,50000.0,50000.0,4.41
knapPI_2_1000_1000000_568.csv,50000.0,50000.0,8.89
knapPI_2_1000_1000000_569.csv,50000.0,50000.0,2.51
knapPI_2_1000_1000000_57.csv,50000.0,50000.0,4795.93
knapPI_2_1000_1000000_570.csv,50000.0,50000.0,149.11
knapPI_2_1000_1000000_571.csv,50000.0,50000.0,2.78
knapPI_2_1000_1000000_572.csv,50000.0,50000.0,4.75
knapPI_2_1000_1000000_573.csv,50000.0,50000.0,1.57
knapPI_2_1000_1000000_574.csv,50000.0,50000.0,4.37
knapPI_2_1000_1000000_575.csv,0.0,50000.0,2.52
knapPI_2_1000_1000000_576.csv,50000.0,50000.0,1.61
knapPI_2_1000_1000000_577.csv,0.0,50000.0,1.55
knapPI_2_1000_1000000_578.csv,50000.0,50000.0,0.53
knapPI_2_1000_1000000_579.csv,50000.0,50000.0,3.39
knapPI_2_1000_1000000_58.csv,50000.0,50000.0,5000.21
knapPI_2_1000_1000000_580.csv,50000.0,50000.0,3.56
knapPI_2_1000_1000000_59.csv,50000.0,50000.0,846.51
knapPI_2_1000_1000000_6.csv,0.0,50000.0,3.51
knapPI_2_1000_1000000_60.csv,50000.0,50000.0,1.67
knapPI_2_1000_1000000_61.csv,50000.0,50000.0,5001.21
knapPI_2_1000_1000000_62.csv,50000.0,50000.0,5001.05
knapPI_2_1000_1000000_63.csv,50000.0,50000.0,79.31
knapPI_2_1000_1000000_64.csv,50000.0,50000.0,3642.54
knapPI_2_1000_1000000_65.csv,50000.0,50000.0,33.69
knapPI_2_1000_1000000_66.csv,50000.0,50000.0,169.37
knapPI_2_1000_1000000_67.csv,50000.0,50000.0,5000.0
knapPI_2_1000_1000000_68.csv,50000.0,50000.0,94.1
knapPI_2_1000_1000000_69.csv,50000.0,50000.0,5001.42
knapPI_2_1000_1000000_7.csv,50000.0,50000.0,12.24
knapPI_2_1000_1000000_70.csv,50000.0,50000.0,5003.03
knapPI_2_1000_1000000_71.csv,50000.0,50000.0,70.88
knapPI_2_1000_1000000_72.csv,50000.0,50000.0,5000.0
knapPI_2_1000_1000000_73.csv,50000.0,50000.0,5000.21
knapPI_2_1000_1000000_74.csv,50000.0,50000.0,2.66
knapPI_2_1000_1000000_75.csv,50000.0,50000.0,50.04
knapPI_2_1000_1000000_77.csv,0.0,50000.0,1.76
knapPI_2_1000_1000000_78.csv,50000.0,50000.0,96.83
knapPI_2_1000_1000000_79.csv,50000.0,50000.0,5002.36
knapPI_2_1000_1000000_8.csv,50000.0,50000.0,1.48
knapPI_2_1000_1000000_80.csv,50000.0,50000.0,1.52
knapPI_2_1000_1000000_81.csv,50000.0,50000.0,5002.49
knapPI_2_1000_1000000_82.csv,50000.0,50000.0,5002.33
knapPI_2_1000_1000000_83.csv,50000.0,50000.0,54.04
knapPI_2_1000_1000000_84.csv,50000.0,50000.0,1798.51
knapPI_2_1000_1000000_85.csv,50000.0,50000.0,297.49
knapPI_2_1000_1000000_86.csv,50000.0,50000.0,1982.22
knapPI_2_1000_1000000_87.csv,50000.0,50000.0,5001.63
knapPI_2_1000_1000000_88.csv,50000.0,50000.0,7.42
knapPI_2_1000_1000000_89.csv,50000.0,50000.0,5001.86
knapPI_2_1000_1000000_9.csv,50000.0,50000.0,166.24
knapPI_2_1000_1000000_90.csv,50000.0,50000.0,5000.22
knapPI_2_1000_1000000_91.csv,0.0,50000.0,2.78
knapPI_2_1000_1000000_92.csv,50000.0,50000.0,3.98
knapPI_2_1000_1000000_93.csv,50000.0,50000.0,5001.2
knapPI_2_1000_1000000_94.csv,50000.0,50000.0,5001.12
knapPI_2_1000_1000000_95.csv,50000.0,50000.0,5000.53
knapPI_2_1000_1000000_96.csv,50000.0,50000.0,5001.91
knapPI_2_1000_1000000_97.csv,50000.0,50000.0,788.25
knapPI_2_1000_1000000_98.csv,50000.0,50000.0,9.55
knapPI_2_1000_1000000_99.csv,50000.0,50000.0,5000.1
knapPI_2_1000_100000_1.csv,50000.0,49.45,50000.0
knapPI_2_1000_100000_10.csv,50000.0,1014.43,1.24
knapPI_2_1000_100000_100.csv,50000.0,50000.0,5001.34
knapPI_2_1000_100000_101.csv,50000.0,50000.0,1.55
knapPI_2_1000_100000_102.csv,0.0,50000.0,3.54
knapPI_2_1000_100000_103.csv,50000.0,50000.0,1.81
knapPI_2_1000_100000_104.csv,50000.0,50000.0,5001.88
knapPI_2_1000_100000_105.csv,50000.0,50000.0,138.83
knapPI_2_1000_100000_106.csv,50000.0,50000.0,5000.0
knapPI_2_1000_100000_107.csv,50000.0,50000.0,5002.06
knapPI_2_1000_100000_108.csv,50000.0,50000.0,5000.62
knapPI_2_1000_100000_11.csv,50000.0,1288.93,2.77
knapPI_2_1000_100000_110.csv,50000.0,50000.0,9.09
knapPI_2_1000_100000_111.csv,50000.0,50000.0,5000.0
knapPI_2_1000_100000_112.csv,50000.0,50000.0,160.64
knapPI_2_1000_100000_113.csv,0.0,50000.0,2.55
knapPI_2_1000_100000_114.csv,50000.0,50000.0,5001.11
knapPI_2_1000_100000_115.csv,50000.0,50000.0,269.94
knapPI_2_1000_100000_116.csv,50000.0,50000.0,5000.61
knapPI_2_1000_100000_117.csv,50000.0,50000.0,5000.71
knapPI_2_1000_100000_118.csv,50000.0,50000.0,5001.0
knapPI_2_1000_100000_119.csv,50000.0,50000.0,181.64
knapPI_2_1000_100000_12.csv,50000.0,1215.64,4.14
knapPI_2_1000_100000_120.csv,50000.0,50000.0,7.84
